0,1
2021-06-29,H.E Elin Bergithe the outgoing Norwegian Amb. to Kenya made a farewell call on P.S @AmbMKamau after a very successful tour of duty. The P.S thanked her for the efforts in strengthening 🇰🇪 bilateral and multilateral cooperation with 🇳🇴 and wished her well in her future endeavours.
2021-06-29,"@ForeignOfficeKE PS @AmbMKamau held talks with H.E. Ms.Isatu Bundu, the new Sierra Leone High Commissioner to Kenya. They acknowledged the need to strengthen relations between 🇰🇪 🇸🇱 and underscored the importance of collaboration in trade, tourism, heath and education sectors."
2021-06-22,"Foreign Affairs CS Amb Raychelle Omamo accompanied President Uhuru Kenyatta when he addressed a meeting of the Organization of African, Caribbean and Pacific States (OACPS) Committee of Ambassadors at #OACPS Secretariat in Brussels, Belgium."
2021-06-22,"1/2 CS Amb Raychelle Omamo who is accompanying the President of the Republic of Kenya H.E. Uhuru Kenyatta during his official visit to Brussels met w/ H.E MS. Jutta Urpilainen, European Commissioner for International Partnerships &amp; discussed various issues on Kenya- EU relations"
2021-06-19,"Cabinet Secretary @ForeignOfficeKE Amb Raychelle Omamo and H.E Mohamed Abdirizak Mahamud, Foreign Minister of Somalia met on the sidelines of Antalya Diplomacy Forum #Meet4Diplomacy and reiterated the need to continue building the cordial relationship between the two countries."
2021-06-18,"The HL forum discussed new approaches to global governance and strengthening the regional solidarity in view of lessons learned, w/ panelists calling for more global collaboration to ensure Covid 19 vaccine availability and a change to the global governance system for inclusivity"
2021-06-14,CS Amb Omamo and @DrSJaishankar also addressed the media highlighting the text of the agreed minutes including enhanced  bilateral cooperation and partnership through exploring further opportunities both in the government and private sector in key areas of economic development.
2021-06-11,"2/5 They reaffirmed the strong bonds of friendship btw the two countries &amp; agreed to deepen cooperation in trade &amp; investment, infrastructure devt, peace &amp; security, refugee &amp; immigration. They agreed to enhance collaboration at multilateral fora on issues affecting the region"
2021-06-05,1/3  CS@ForeignOfficeKE Amb. Raychelle Omamo held extensive consultations with her counterpart the Foreign Minister of the Republic of The Sudan in Khartoum. Discussions centred on renewing and energizing the fraternal relations and promoting trade and investment.
2021-06-03,"Principal Secretary @AmbMKamau today held a meeting with Mrs. Sara Mbago-Bhunu, IFAD's Director for East and Southern Africa. They discussed cooperation between Kenya and IFAD, particularly the establishment of IFAD's Regional Office for East and Southern Africa in Nairobi."
2021-06-01,1/4 CS @ForeignOfficeKE Amb. Raychelle Omamo virtually participated at the “High-Level Thematic Debate in support of SDG14: Life Below Water” co-hosted by Kenya and Portugal &amp; convened by @UN_PGA in New York. #SaveOurOcean
2021-05-27,Cabinet Secretary @ForeignOfficeKE Amb Raychelle Omamo today opened a five-day retreat which Kenya is hosting for the Permanent Representatives of African Union Peace and Security Council at the coastal city of Mombasa.
2021-05-25,"The Swedish State Secretary to the Minister for International Development Cooperation, Ms. Janine Alm Ericsson, paid a courtesy call to Foreign Affairs PS Macharia Kamau as part of a high level delegation on an official visit. They discussed the upcoming Stockholm+50 and UNEP@50."
2021-05-25,"The Swedish Minister announced that his Gov't has adopted a new development strategy for Kenya for the period 2021-2025 and intends to continue working with Kenya on issues concerning gender equality, climate change and environment related strategies, democracy and human rights."
2021-05-22,"4/4 The CS appealed to countries that held excess Covid-19 vaccine stocks beyond their requirements to donate to countries in need.  She called for a Covid Treaty in order to accentuate the African voice, in the global arena, in the fight against the pandemic."
2021-05-22,This gift is a token of solidarity and support destined to the medical fraternity in New Delhi and Mumbai whose members are currently at the forefront in the battle against the COVID-19 Pandemic. It is symbolic of appreciation of the excellent bilateral relations with India.
2021-05-18,"2. In his remarks Hon Ababu said the Ministry of Foreign Affairs keenly supports projection of Kenya's heritage to the world, affirming that cultural diplomacy was among Kenya's core diplomatic footprints."
2021-05-14,"PS @AmbMKamau received a courtesy call from Amb. Carla Mucavi, FAO, Country Representative. They discussed deepening cooperation and collaborative efforts on crosscutting, regional, and transboundary challenges that threaten food security, peace, and security on the continent."
2021-05-13,"The PS @AmbMKamau on behalf of the CS Amb Raychelle Omamo expressed Kenya's gratitude to the  Government and the people of the People’s Republic of China for the kind donation, that is a clear testament to the cordial and friendly relations that exist between Kenya and China."
2021-05-11,"Spain has identified Kenya as a priority for increased Spanish investments in Africa under its Investment and Trade Strategy dubbed “Horizon Africa’ launched in 2020, with the Spanish Government focusing on  financing Spanish investors in Africa."
2021-05-11,"Kenya and Spain today Tuesday held a virtual inaugural Political Consultations co-chaired by Principal Secretary Amb. Macharia Kamau, with the Spanish counterpart, H.E. (Ms) Christine Gallach Figueras, Secretary of State for Foreign Affairs."
2021-05-07,1/ 2   CS @ForeignOfficeKE Amb. Raychelle Omamo today participated at the virtual UNSC High-Level meeting themed  “Maintenance of International Peace and Security: Upholding Multilateralism and The UN - Centred International System.
2021-05-04,"The UNSDGs Principals reaffirmed the need for the UN Country teams  to work hand in hand with governments in order to co create tailor made solutions, nuancing country needs and  priorities at the country level, in order to remain relevant and fit for purpose."
2021-05-04,"@AmbMKamau underscored the need for policy, institutional, strategic and financial shifts, while still maintaining humanitarian action and ensuring no one is left behind in order to bring transformative traction in the attainment of #SDGs"
2021-05-04,"The PS @AmbMKamau at the behest of the UN DSG,  attended the virtual UNSDG Principals Meeting on recalibrating the United Nations country team’s engagement in continuing to help leverage government policy and fiscal implementation in the attainment of the #SDGs."
2021-04-26,"Joint Communique relating to the State visit of H.E Uhuru Kenyatta, President of the Republic of Kenya to the Democratic Republic of Congo"
2021-04-20,"2/2 He highlighted history, forms, challenges and value of Parlomacy in the complex modern day Intl relations; and the unique role of FSA in preparing diplomats and urged EALA/EAC to use the academy to grow their diplomatic skills and output as they promote regional integration"
2021-03-25,"Amb. Raychelle Omamo, Cabinet Secretary for Foreign Affairs held a meeting with visiting Rt Hon Patricia Scotland QC, Commonwealth Secretary-General.
They discussed level of preparedness for the forthcoming Commonwealth Heads of Government meeting scheduled for June 2021."
2021-03-22,"#AUPSC congratulated CS Amb Omamo for prioritizing and institutionalizing the issue of #WPS during Kenya’s chairmanship of the #AUPSC, adding, women will continue being an essential component in achieving #AU flagship projects including #SilencingtheGuns and #Agenda2063."
2021-03-21,"2/2 The ministerial meeting which was also attended by @CSDefence_Kenya deliberated on traditional security challenges as well as new security threats revolving around climate-induced insecurity, violent extremism and transnational organised crime."
2021-03-12,"1/2  The meeting of Heads of State and Government of the #AUPSC of March 9, 2021, resoundingly reinforced the founding principles, as well as the object and purpose of the constitutive Act of the #AU in their deliberations."
2021-03-11,"PS Macharia Kamau and H.E., G. Duke Lefhoko, High Commissioner of the Republic of Botswana in Kenya held bilateral talks on Kenya - Botswana relations at the ministry of Foreign Affairs."
2021-03-11,"Amb Khalid Mohammed Al Kathiri, Head of Mission, League of the Arab States presents his credentials to Cabinet Secretary Amb Raychelle Omamo"
2021-03-08,The meeting discussed issues on peace and security in the region and the work of the UN support office Somalia.
2021-03-08,"H.E Sahle-work Zewde, President of the Federal Democratic Republic of Ethiopia has arrived in Kenya for a one-day official visit where she will hold talks with H.E President Uhuru Kenyatta. H.E was received at the #JKIA by Foreign Affairs Cabinet Secretary Amb Raychelle Omamo."
2021-03-06,#IWD2021: MFA is committed to move beyond the numeric target of women &amp; ensure that gender relations in the ministry are transformed to empower both sexes &amp; create an environment to ensure the talents &amp; potential of female staff members are harnessed &amp; nurtured #ChooseToChallenge
2021-03-05,"MFA is proud to be among institutions celebrating #IWD2021.With this year's theme ‘Women in leadership:Achieving an equal future in a Covid-19 world, MFA &amp;its leadership is committed to promoting equality thro mentorship&amp; capacity bldg to young female diplomats #ChooseToChallenge"
2021-03-05,"Amb @JeanKamau chaired a constructive and vital debate on the critical role played by the A3 bloc in shaping #UNSC debates, during #KenyachairsAUPSC. African Unity as epitomised by the A3 bloc, will continue to play a significant role in in guiding the Council’s collective action"
2021-03-04,The CS thanked the diplomats present and express gratitude to their respective governments and citizens for the unprecedented support and friendship accorded to Kenya during the trying and inclement period of Covid-19 pandemic that has affected the whole world.
2021-02-25,Foreign Affairs P.S @AmbMKamau   this morning paid a courtesy call on Transnzioia County Commissioner Samson Ojwang at his Office. Amb Kamau is leading National Development Implementation Technical Committee (NDITC) in verification exercise of National Government projects.
2021-02-24,"2/5  Speaking on the nexus between Climate Change, Human Rights &amp; Women, CS Omamo noted that although the impacts of climate change are severe for all humanity, developing countries particularly in Africa are the most vulnerable despite being the least polluters."
