,Date,Text
163,2022-07-21,"3/5
EAC Heads of State Samia Suluhu Hassan (Tanzania), Yoweri Kaguta Museveni (Uganda) and Évariste Ndayishimiye (Burundi) attended the meeting where Rwanda and DR Congo were represented by Prime Ministers Édouard Ngirente and Jean-Michel Sama Lukonde respectively."
164,2022-07-21,"2/5
On arrival at the Arusha Airport, President Kenyatta was received by Tanzanian Foreign Affairs and East African Cooperation Minister Amb. Liberata Mulamula and Kenya’s acting EAC &amp; Regional Development CS Betty Maina who is also the chairperson of the EAC Council of Ministers"
165,2022-07-21,"1/5
President Uhuru Kenyatta arrived in Arusha, Tanzania, Thursday afternoon to attend the 22nd Ordinary Summit of the East African Community (EAC) Heads of State."
166,2022-07-19,"2/2
The President was taken on a guided tour of the conservation area, which is  famous for its living remnants of ancient palm forests, by Seychelles Foreign Affairs and Tourism Minister Sylvestre Radegonde."
167,2022-07-19,"1/2
His Excellency President Uhuru Kenyatta on Tuesday visited the Vallée de Mai Nature Reserve, a UNESCO World Heritage Site on Praslim Island, Seychelles."
168,2022-07-19,"2/3
""It is amazing and truly exciting to see how Faith won that race in style, earning her badge of honor as the world's greatest 1500m female athlete,"" President Kenyatta, who is out of the country on a 3-day state visit to Seychelles, said.
#Oregon2022"
169,2022-07-19,"2/3
President Kenyatta and his host reaffirmed the commitment of the two countries in consolidating the ongoing efforts to secure the Indian Ocean waters through the Contact Group on Piracy off the Coast of Somalia (CGPCS). 🇰🇪🇸🇨"
170,2022-07-19,"1/3
President Uhuru Kenyatta on Monday evening attended a state banquet hosted in his honour by President Wavel Ramkalawan of Seychelles.🇰🇪🇸🇨"
171,2022-07-18,"2/2
Established in 1901, Mont Fleuri is one of the greatest attractions in Victoria for nature lovers while its signature Coco-de- mer, popularly known as the sea coconut, is a rare palm tree species that's native to the Seychelles archipelago."
172,2022-07-18,"1/2
President Uhuru Kenyatta on Monday visited the Seychelles National Botanical Gardens (Mont Fleuri), in the country's capital Victoria during which the Kenyan Head of State, who is on a 3-day state visit of the Indian Ocean Island nation, planted a coco-de- mer seed."
173,2022-07-18,"2/3
The leaders, who included Seychelles National Assembly Speaker Roger Mancienne, Leader of Govt Business in Parliament Bernard Georges and Opposition Leader Sebastien Pillay, commended President Kenyatta for playing a leading role in championing the interests of the continent."
174,2022-07-18,"1/3
Seychelles political leaders have praised President Uhuru Kenyatta, describing him as a visionary leader who has effectively voiced the African agenda in the global arena. 🇰🇪🇸🇨"
175,2022-07-18,"1/3
Kenya and Seychelles on Monday signed a record 10 agreements to cement the historical cordial diplomatic relations the two countries have enjoyed since they became independent. 🇰🇪🇸🇨

Read more:"
176,2022-07-17,"1/2
His Excellency President Uhuru Kenyatta is received at Seychelles International Airport on Mahe Island by his Sychellois host Wavel Ramkalawan at the start of the Kenyan leader's 3-day State Visit to the Indian Ocean Island nation.🇰🇪🇸🇨"
177,2022-07-15,"Joint Communique issued at the end of the Official Visit to the Republic of Kenya by H.E. Hassan Sheikh Mohamud, President of the Federal Republic of Somalia on 15th July, 2022 in Nairobi, Kenya.

Read more:"
178,2022-07-15,"2/2
The Somalia Head of State is in Nairobi on an Official Visit to the Republic of Kenya during which he is scheduled to hold talks with President Kenyatta."
179,2022-07-15,"1/2
His Excellency President Uhuru Kenyatta receives his Federal Republic of Somalia counterpart Hassan Sheikh Mohamud at State House, Nairobi."
180,2022-07-15,"4/4
Speaking at the bilateral meeting, President Kenyatta urged the Ministries of Foreign Affairs of Kenya🇰🇪 and Guinea-Bissau🇬🇼 to expedite the implementation of the agreed areas of cooperation.

Read more:"
181,2022-07-15,"2/4
The bilateral pacts, which included an agreement to establish a Joint Commission for Cooperation (JCC), were signed after Presidents Uhuru Kenyatta and Umaro Sissoco Embaló of Guinea-Bissau led their delegations in bilateral talks at State House, Nairobi."
182,2022-07-15,"1/4
Kenya🇰🇪 and Guinea-Bissau🇬🇼 on Friday signed three agreements to deepen economic and social ties between the two countries."
183,2022-07-15,"1/2
His Excellency President Uhuru Kenyatta receives visiting Republic of Guinea-Bissau counterpart Umaro Sissoco Embaló at State House, Nairobi. 🇰🇪🇬🇼"
184,2022-07-14,"Spokesperson's Office 
State House, Nairobi 

14th July 2022

State Visit by His Excellency President Umaro Sissoco Embaló, President of the Republic of Guinea-Bissau🇬🇼

Read more:"
185,2022-07-08,"2/4
The President expressed shock at the former Japanese leader's  sudden demise, and termed him as a dear friend and development ally of the Kenyan nation."
186,2022-07-08,"1/4
President Uhuru Kenyatta has joined fellow world leaders in mourning Japan's  former Prime Minister Shinzo Abe who died today after being shot at a political campaign meeting."
187,2022-07-07,"3/3
The citation stated that President Kenyatta was honoured for the outstanding role he played in promoting peace, security and stability in Burundi during the political crisis in 2015.

Read more:"
188,2022-07-07,"2/3
President Kenyatta received the National Order of the Republic of Burundi, the highest award of honour in the East African nation, today at State House, Nairobi."
189,2022-07-07,"1/3
President Uhuru Kenyatta has been honoured for his outstanding role in promoting peace, security and stability in Burundi and the Great Lakes region as a whole."
190,2022-07-05,"2/2
...and President Ismaïl Omar Guelleh of Djibouti on the sidelines of the 39th Extraordinary Assembly of #IGAD Summit held in Nairobi."
191,2022-07-05,"1/2
President Uhuru Kenyatta on Tuesday held separate meetings with Gen Abdel Fattah al-Burhan, President of the Transitional  Sovereignty Council of the Republic of Sudan, who is  also Chairperson of #IGAD Assembly of Heads of State and Government,..."
192,2022-07-02,"2/2
During the meeting, President Kenyatta and Mr. Parrilla discussed a wide range of matters of bilateral importance to Kenya🇰🇪 and Cuba🇨🇺 including the safe return of the Cuban doctors kidnapped in Kenya by Al Shabaab in 2019.

Read more:"
193,2022-07-02,"1/2
President Uhuru Kenyatta today held talks with Cuban Foreign Affairs Minister Bruno Rodriguez Parrilla who paid him a courtesy call at State House, Nairobi. 🇰🇪🇨🇺"
194,2022-06-29,"1/4
President Uhuru Kenyatta and his Portuguese counterpart Marcelo Rebelo de Sousa on Wednesday presided over the official opening of the Kenya🇰🇪-Portugal🇵🇹 Business Forum in Lisbon."
195,2022-06-29,"2/2
At the dinner, also attended by senior Portuguese Government officials, President Kenyatta, who is on a two-day state visit of Portugal, assured his hosts of Nairobi's🇰🇪 commitment to continue partnering with Lisbon🇵🇹 for the shared progress of the two Republics."
196,2022-06-28,"3/3
On his part, President Kenyatta said his visit to Portugal and meeting with President de Sousa would help cement the strong ties between Nairobi and Lisbon through increased flow of investments and people-to-people exchanges. 🇰🇪🇵🇹

Read more:"
197,2022-06-28,"1/3
President Marcelo Rebelo de Sousa of Portugal has announced his Government's intention to reposition Kenya as the anchor for his country's growing investments on the African continent.🇰🇪🇵🇹"
198,2022-06-28,"3/3
Earlier, President Kenyatta, who is on a two-day State Visit to Portugal, attended a leaders luncheon convened by the President of Palau, His Excellency Surangel Whipps, Jr., and Prime Minister of Norway, Rt. Hon. Jonas Gahr Støre. 🇰🇪🇵🇹"
199,2022-06-28,"2/3
The high-level meeting held at the Estoril Congress Centre in Casais, Lisbon was organised by AICEP Portugal Global and the Gov't of Kenya to bring together stakeholders in the blue economy to forge partnerships and explore mechanisms for innovative financing of the sector."
200,2022-06-28,"1/3
His Excellency President Uhuru Kenyatta today addressed the Sustainable Blue Economy Investment Forum (SBEIF) meeting on the sidelines of the ongoing second UN Ocean Conference in Lisbon, Portugal.🇰🇪🇵🇹"
201,2022-06-28,"2/3
President Kenyatta, who is in Portugal on a two-day State Visit, led a Kenyan delegation that included Cabinet Secretaries Raychelle Omamo (Foreign Affairs) and...
🇰🇪🇵🇹"
202,2022-06-27,"President Uhuru Kenyatta has called on African nations to develop and advance a common agenda as the continent prepares to host the 27th United Nations Climate Change Conference (COP27) in Egypt in November this year. #SaveOurOcean 

Read more:"
203,2022-06-27,"2/4
The high-level UN Ocean Decade Alliance meeting held on the sidelines of the 2022 UN Ocean Conference in Lisbon, Portugal was mobilised to...
#SaveOurOcean"
204,2022-06-27,"2/4
At the meeting, African leaders and their representatives discussed the progress made in addressing the climate change challenge on the continent including preparations for the 2027 UN Climate Change Conference (COP27) to be held in Sharm El-Sheikh, Egypt. #SaveOurOcean"
205,2022-06-27,"1/4
President Uhuru Kenyatta on Monday hosted a hybrid meeting of the African Union Committee of African Heads of State and Government on Climate Change (CAHOSCC) on the sidelines of the ongoing 2022 UN Ocean Conference in Lisbon, Portugal. #SaveOurOcean"
